episode,return,steps,success,moving_avg
139,-200.0,200.0,0.0,-200.0
140,-200.0,200.0,0.0,-200.0
141,-175.66666666666666,175.66666666666666,0.3333333333333333,-199.02666666666667
142,-198.33333333333334,198.33333333333334,0.3333333333333333,-198.96
143,-199.0,199.0,0.3333333333333333,-198.92
144,-198.66666666666666,198.66666666666666,0.3333333333333333,-198.86666666666667
145,-198.33333333333334,198.33333333333334,0.3333333333333333,-198.79999999999998
146,-198.66666666666666,198.66666666666666,0.3333333333333333,-198.74666666666667
147,-200.0,200.0,0.0,-198.74666666666667
148,-196.66666666666666,196.66666666666666,0.3333333333333333,-198.61333333333334
149,-189.0,189.0,0.3333333333333333,-198.17333333333332
150,-191.33333333333334,191.33333333333334,0.3333333333333333,-197.82666666666668
151,-200.0,200.0,0.0,-197.82666666666668
152,-180.66666666666666,180.66666666666666,0.3333333333333333,-197.0533333333333
153,-200.0,200.0,0.0,-197.0533333333333
154,-200.0,200.0,0.0,-197.0533333333333
155,-194.0,194.0,0.3333333333333333,-196.81333333333336
156,-200.0,200.0,0.0,-196.81333333333336
157,-200.0,200.0,0.0,-196.81333333333336
158,-200.0,200.0,0.0,-196.81333333333336
159,-200.0,200.0,0.0,-196.81333333333336
160,-200.0,200.0,0.0,-196.81333333333336
161,-200.0,200.0,0.0,-196.81333333333336
162,-200.0,200.0,0.0,-196.81333333333336
163,-200.0,200.0,0.0,-196.81333333333336
164,-200.0,200.0,0.0,-196.81333333333336
165,-200.0,200.0,0.0,-196.81333333333336
166,-200.0,200.0,0.0,-197.78666666666666
167,-200.0,200.0,0.0,-197.85333333333332
168,-200.0,200.0,0.0,-197.89333333333335
169,-200.0,200.0,0.0,-197.9466666666667
170,-194.0,194.0,0.3333333333333333,-197.7733333333333
171,-200.0,200.0,0.0,-197.82666666666668
172,-200.0,200.0,0.0,-197.82666666666668
173,-200.0,200.0,0.0,-197.96
174,-200.0,200.0,0.0,-198.39999999999998
175,-190.0,190.0,0.3333333333333333,-198.3466666666667
176,-200.0,200.0,0.0,-198.3466666666667
177,-200.0,200.0,0.0,-199.12
178,-200.0,200.0,0.0,-199.12
179,-200.0,200.0,0.0,-199.12
180,-183.66666666666666,183.66666666666666,0.3333333333333333,-198.70666666666668
181,-196.0,196.0,0.3333333333333333,-198.54666666666665
182,-186.0,186.0,0.3333333333333333,-197.98666666666668
183,-197.0,197.0,0.3333333333333333,-197.86666666666667
184,-187.0,187.0,0.3333333333333333,-197.34666666666666
185,-200.0,200.0,0.0,-197.34666666666666
186,-185.0,185.0,0.3333333333333333,-196.74666666666667
187,-200.0,200.0,0.0,-196.74666666666667
188,-200.0,200.0,0.0,-196.74666666666667
189,-200.0,200.0,0.0,-196.74666666666667
190,-200.0,200.0,0.0,-196.74666666666667
191,-200.0,200.0,0.0,-196.74666666666667
192,-200.0,200.0,0.0,-196.74666666666667
193,-199.33333333333334,199.33333333333334,0.3333333333333333,-196.72
194,-200.0,200.0,0.0,-196.72
195,-200.0,200.0,0.0,-196.96
196,-200.0,200.0,0.0,-196.96
197,-200.0,200.0,0.0,-196.96
198,-200.0,200.0,0.0,-196.96
199,-200.0,200.0,0.0,-196.96
200,-200.0,200.0,0.0,-197.36
201,-200.0,200.0,0.0,-197.36
202,-200.0,200.0,0.0,-197.36
203,-200.0,200.0,0.0,-197.36
204,-200.0,200.0,0.0,-197.36
205,-200.0,200.0,0.0,-198.01333333333332
206,-200.0,200.0,0.0,-198.17333333333332
207,-200.0,200.0,0.0,-198.73333333333335
208,-200.0,200.0,0.0,-198.85333333333332
209,-200.0,200.0,0.0,-199.37333333333333
210,-200.0,200.0,0.0,-199.37333333333333
211,-200.0,200.0,0.0,-199.97333333333333
212,-200.0,200.0,0.0,-199.97333333333333
213,-200.0,200.0,0.0,-199.97333333333333
214,-200.0,200.0,0.0,-199.97333333333333
215,-200.0,200.0,0.0,-199.97333333333333
216,-200.0,200.0,0.0,-199.97333333333333
217,-200.0,200.0,0.0,-199.97333333333333
218,-200.0,200.0,0.0,-200.0
219,-200.0,200.0,0.0,-200.0
220,-200.0,200.0,0.0,-200.0
221,-200.0,200.0,0.0,-200.0
222,-174.33333333333334,174.33333333333334,0.3333333333333333,-198.97333333333333
223,-200.0,200.0,0.0,-198.97333333333333
224,-200.0,200.0,0.0,-198.97333333333333
225,-200.0,200.0,0.0,-198.97333333333333
226,-197.0,197.0,0.3333333333333333,-198.85333333333332
227,-200.0,200.0,0.0,-198.85333333333332
228,-200.0,200.0,0.0,-198.85333333333332
229,-200.0,200.0,0.0,-198.85333333333332
230,-200.0,200.0,0.0,-198.85333333333332
231,-199.33333333333334,199.33333333333334,0.3333333333333333,-198.82666666666668
232,-200.0,200.0,0.0,-198.82666666666668
233,-200.0,200.0,0.0,-198.82666666666668
234,-200.0,200.0,0.0,-198.82666666666668
235,-200.0,200.0,0.0,-198.82666666666668
236,-200.0,200.0,0.0,-198.82666666666668
237,-200.0,200.0,0.0,-198.82666666666668
238,-200.0,200.0,0.0,-198.82666666666668
239,-200.0,200.0,0.0,-198.82666666666668
240,-200.0,200.0,0.0,-198.82666666666668
241,-200.0,200.0,0.0,-198.82666666666668
242,-200.0,200.0,0.0,-198.82666666666668
243,-200.0,200.0,0.0,-198.82666666666668
244,-200.0,200.0,0.0,-198.82666666666668
245,-200.0,200.0,0.0,-198.82666666666668
246,-178.0,178.0,0.3333333333333333,-197.9466666666667
247,-200.0,200.0,0.0,-198.97333333333333
248,-176.0,176.0,0.3333333333333333,-198.01333333333332
249,-177.33333333333334,177.33333333333334,0.3333333333333333,-197.10666666666665
250,-180.66666666666666,180.66666666666666,0.6666666666666666,-196.33333333333334
251,-191.66666666666666,191.66666666666666,0.3333333333333333,-196.11999999999998
252,-177.33333333333334,177.33333333333334,0.6666666666666666,-195.21333333333334
253,-190.33333333333334,190.33333333333334,0.3333333333333333,-194.82666666666668
254,-188.0,188.0,0.3333333333333333,-194.34666666666666
255,-149.66666666666666,149.66666666666666,0.6666666666666666,-192.33333333333334
256,-200.0,200.0,0.0,-192.36
257,-198.0,198.0,0.3333333333333333,-192.28
258,-175.66666666666666,175.66666666666666,0.6666666666666666,-191.30666666666664
259,-171.0,171.0,0.6666666666666666,-190.14666666666665
260,-165.66666666666666,165.66666666666666,0.6666666666666666,-188.7733333333333
261,-167.33333333333334,167.33333333333334,0.6666666666666666,-187.46666666666667
262,-161.33333333333334,161.33333333333334,0.6666666666666666,-185.92
263,-200.0,200.0,0.0,-185.92
264,-160.33333333333334,160.33333333333334,0.6666666666666666,-184.33333333333334
265,-180.66666666666666,180.66666666666666,0.3333333333333333,-183.56000000000003
266,-178.33333333333334,178.33333333333334,0.6666666666666666,-182.69333333333336
267,-181.66666666666666,181.66666666666666,0.6666666666666666,-181.96
268,-162.33333333333334,162.33333333333334,0.3333333333333333,-180.45333333333335
269,-181.66666666666666,181.66666666666666,0.3333333333333333,-179.72
270,-179.0,179.0,0.6666666666666666,-178.88
271,-153.0,153.0,0.6666666666666666,-177.88
272,-156.66666666666666,156.66666666666666,0.6666666666666666,-176.14666666666668
273,-178.0,178.0,0.6666666666666666,-176.2266666666667
274,-186.33333333333334,186.33333333333334,0.6666666666666666,-176.58666666666667
275,-186.66666666666666,186.66666666666666,0.3333333333333333,-176.82666666666668
276,-176.66666666666666,176.66666666666666,0.6666666666666666,-176.2266666666667
277,-162.0,162.0,0.6666666666666666,-175.61333333333334
278,-192.33333333333334,192.33333333333334,0.3333333333333333,-175.69333333333336
279,-169.33333333333334,169.33333333333334,0.3333333333333333,-174.9466666666667
280,-183.66666666666666,183.66666666666666,0.3333333333333333,-176.3066666666667
281,-174.66666666666666,174.66666666666666,0.6666666666666666,-175.29333333333332
282,-182.66666666666666,182.66666666666666,0.3333333333333333,-174.67999999999998
283,-186.66666666666666,186.66666666666666,0.3333333333333333,-175.12
284,-200.0,200.0,0.0,-176.27999999999997
285,-161.0,161.0,0.6666666666666666,-176.09333333333333
286,-192.0,192.0,0.3333333333333333,-177.08
287,-188.66666666666666,188.66666666666666,0.3333333333333333,-178.17333333333332
288,-196.33333333333334,196.33333333333334,0.3333333333333333,-178.02666666666664
289,-157.66666666666666,157.66666666666666,0.6666666666666666,-177.92
290,-200.0,200.0,0.0,-178.69333333333336
291,-160.33333333333334,160.33333333333334,0.6666666666666666,-177.97333333333333
292,-163.66666666666666,163.66666666666666,0.6666666666666666,-177.25333333333333
293,-163.33333333333334,163.33333333333334,0.6666666666666666,-177.29333333333332
294,-165.33333333333334,165.33333333333334,0.3333333333333333,-176.64
295,-161.33333333333334,161.33333333333334,0.6666666666666666,-175.9333333333333
296,-187.66666666666666,187.66666666666666,0.3333333333333333,-177.32000000000002
297,-181.66666666666666,181.66666666666666,0.3333333333333333,-178.32000000000002
298,-137.0,137.0,0.6666666666666666,-176.67999999999998
299,-173.33333333333334,173.33333333333334,0.3333333333333333,-176.16
300,-197.33333333333334,197.33333333333334,0.3333333333333333,-176.58666666666667
301,-159.33333333333334,159.33333333333334,0.6666666666666666,-175.89333333333335
302,-165.0,165.0,0.3333333333333333,-176.01333333333332
303,-149.66666666666666,149.66666666666666,0.6666666666666666,-174.30666666666664
304,-172.33333333333334,172.33333333333334,0.6666666666666666,-174.42666666666665
305,-160.66666666666666,160.66666666666666,0.6666666666666666,-173.50666666666666
306,-151.0,151.0,0.6666666666666666,-172.56000000000003
307,-166.0,166.0,0.6666666666666666,-171.89333333333332
308,-149.0,149.0,0.6666666666666666,-170.38666666666668
309,-179.0,179.0,0.6666666666666666,-169.54666666666665
310,-165.0,165.0,0.6666666666666666,-169.70666666666668
311,-161.0,161.0,0.6666666666666666,-168.46666666666667
312,-166.0,166.0,0.6666666666666666,-167.55999999999997
313,-157.33333333333334,157.33333333333334,0.6666666666666666,-166.0
314,-132.66666666666666,132.66666666666666,0.6666666666666666,-165.0
315,-174.33333333333334,174.33333333333334,0.6666666666666666,-163.97333333333333
316,-170.33333333333334,170.33333333333334,0.6666666666666666,-164.37333333333333
317,-173.0,173.0,0.6666666666666666,-164.74666666666667
318,-155.0,155.0,0.6666666666666666,-164.41333333333333
319,-160.66666666666666,160.66666666666666,0.6666666666666666,-164.22666666666666
320,-182.33333333333334,182.33333333333334,0.6666666666666666,-165.0666666666667
321,-180.0,180.0,0.3333333333333333,-164.76
322,-178.33333333333334,178.33333333333334,0.3333333333333333,-164.62666666666667
323,-178.0,178.0,0.6666666666666666,-166.26666666666665
324,-170.66666666666666,170.66666666666666,0.6666666666666666,-166.16
325,-144.66666666666666,144.66666666666666,0.6666666666666666,-164.0533333333333
326,-165.0,165.0,0.6666666666666666,-164.28
327,-182.33333333333334,182.33333333333334,0.3333333333333333,-164.97333333333333
328,-174.66666666666666,174.66666666666666,0.6666666666666666,-165.97333333333333
329,-179.0,179.0,0.3333333333333333,-166.23999999999998
330,-153.33333333333334,153.33333333333334,0.6666666666666666,-165.9466666666667
331,-170.0,170.0,0.6666666666666666,-166.70666666666668
332,-183.66666666666666,183.66666666666666,0.6666666666666666,-167.41333333333333
333,-167.0,167.0,0.6666666666666666,-168.13333333333333
334,-187.66666666666666,187.66666666666666,0.3333333333333333,-168.48
335,-147.66666666666666,147.66666666666666,0.6666666666666666,-167.78666666666666
336,-169.66666666666666,169.66666666666666,0.6666666666666666,-168.13333333333333
337,-171.33333333333334,171.33333333333334,0.6666666666666666,-168.34666666666666
338,-148.66666666666666,148.66666666666666,0.6666666666666666,-168.0
339,-169.66666666666666,169.66666666666666,0.6666666666666666,-169.48
340,-149.66666666666666,149.66666666666666,0.6666666666666666,-168.4933333333333
341,-147.0,147.0,0.6666666666666666,-167.56
342,-171.33333333333334,171.33333333333334,0.6666666666666666,-167.49333333333334
343,-165.33333333333334,165.33333333333334,0.6666666666666666,-167.90666666666667
344,-171.66666666666666,171.66666666666666,0.6666666666666666,-168.34666666666666
345,-169.0,169.0,0.6666666666666666,-167.8133333333333
346,-167.0,167.0,0.6666666666666666,-167.29333333333332
347,-168.33333333333334,168.33333333333334,0.6666666666666666,-166.89333333333332
348,-150.0,150.0,0.6666666666666666,-165.77333333333334
349,-168.66666666666666,168.66666666666666,0.6666666666666666,-165.69333333333333
350,-168.33333333333334,168.33333333333334,0.6666666666666666,-166.64
351,-181.0,181.0,0.6666666666666666,-167.28
352,-169.0,169.0,0.6666666666666666,-166.74666666666667
353,-155.0,155.0,0.6666666666666666,-165.96
354,-171.66666666666666,171.66666666666666,0.6666666666666666,-165.66666666666666
355,-147.66666666666666,147.66666666666666,0.6666666666666666,-165.44000000000003
356,-158.66666666666666,158.66666666666666,0.6666666666666666,-164.98666666666665
357,-187.33333333333334,187.33333333333334,0.3333333333333333,-165.13333333333333
358,-186.33333333333334,186.33333333333334,0.3333333333333333,-165.90666666666667
359,-164.33333333333334,164.33333333333334,0.3333333333333333,-164.97333333333333
360,-182.0,182.0,0.3333333333333333,-166.34666666666666
361,-182.33333333333334,182.33333333333334,0.3333333333333333,-166.85333333333332
362,-137.0,137.0,0.6666666666666666,-165.48
363,-185.66666666666666,185.66666666666666,0.3333333333333333,-166.96
364,-183.66666666666666,183.66666666666666,0.3333333333333333,-167.52
365,-184.0,184.0,0.3333333333333333,-168.89333333333335
366,-156.66666666666666,156.66666666666666,0.6666666666666666,-169.28
367,-161.66666666666666,161.66666666666666,0.6666666666666666,-168.89333333333335
368,-164.33333333333334,164.33333333333334,0.6666666666666666,-168.85333333333332
369,-151.33333333333334,151.33333333333334,0.6666666666666666,-168.04
370,-158.66666666666666,158.66666666666666,0.6666666666666666,-167.62666666666667
371,-161.33333333333334,161.33333333333334,0.6666666666666666,-167.4
372,-155.0,155.0,0.6666666666666666,-166.86666666666667
373,-169.66666666666666,169.66666666666666,0.3333333333333333,-167.65333333333334
374,-157.0,157.0,0.6666666666666666,-167.18666666666667
375,-131.33333333333334,131.33333333333334,0.6666666666666666,-165.70666666666668
376,-170.0,170.0,0.3333333333333333,-165.26666666666668
377,-134.66666666666666,134.66666666666666,0.6666666666666666,-163.89333333333332
378,-164.66666666666666,164.66666666666666,0.3333333333333333,-164.28
379,-133.33333333333334,133.33333333333334,0.6666666666666666,-162.74666666666667
380,-171.0,171.0,0.3333333333333333,-163.68
381,-158.33333333333334,158.33333333333334,0.6666666666666666,-163.66666666666666
382,-141.33333333333334,141.33333333333334,0.6666666666666666,-161.82666666666668
383,-144.66666666666666,144.66666666666666,0.6666666666666666,-160.16
384,-157.0,157.0,0.6666666666666666,-159.86666666666667
385,-158.0,158.0,0.6666666666666666,-158.90666666666667
386,-157.33333333333334,157.33333333333334,0.6666666666666666,-157.90666666666667
387,-133.33333333333334,133.33333333333334,0.6666666666666666,-157.76
388,-160.0,160.0,0.6666666666666666,-156.73333333333335
389,-157.33333333333334,157.33333333333334,0.6666666666666666,-155.67999999999998
390,-185.0,185.0,0.3333333333333333,-155.72
391,-134.66666666666666,134.66666666666666,0.6666666666666666,-154.84
392,-136.0,136.0,0.6666666666666666,-153.81333333333333
393,-136.33333333333334,136.33333333333334,0.6666666666666666,-152.69333333333336
394,-184.33333333333334,184.33333333333334,0.3333333333333333,-154.01333333333332
395,-183.33333333333334,183.33333333333334,0.3333333333333333,-155.0
396,-158.33333333333334,158.33333333333334,0.6666666666666666,-154.88
397,-185.33333333333334,185.33333333333334,0.6666666666666666,-156.09333333333333
398,-155.33333333333334,155.33333333333334,0.6666666666666666,-155.52
399,-182.0,182.0,0.3333333333333333,-156.51999999999998
400,-162.33333333333334,162.33333333333334,0.6666666666666666,-157.76
401,-163.66666666666666,163.66666666666666,0.3333333333333333,-157.50666666666666
402,-163.66666666666666,163.66666666666666,0.3333333333333333,-158.66666666666666
403,-152.66666666666666,152.66666666666666,0.6666666666666666,-158.18666666666667
404,-134.33333333333334,134.33333333333334,0.6666666666666666,-158.2266666666667
405,-157.0,157.0,0.6666666666666666,-157.66666666666666
406,-173.33333333333334,173.33333333333334,0.6666666666666666,-158.26666666666668
407,-184.0,184.0,0.3333333333333333,-159.97333333333333
408,-182.0,182.0,0.3333333333333333,-161.46666666666667
409,-151.66666666666666,151.66666666666666,0.6666666666666666,-161.25333333333333
410,-143.33333333333334,143.33333333333334,0.6666666666666666,-160.66666666666666
411,-153.0,153.0,0.6666666666666666,-160.49333333333334
412,-142.66666666666666,142.66666666666666,0.6666666666666666,-160.86666666666667
413,-158.33333333333334,158.33333333333334,0.6666666666666666,-160.79999999999998
414,-143.0,143.0,0.6666666666666666,-160.22666666666666
415,-135.0,135.0,0.6666666666666666,-158.22666666666666
416,-147.33333333333334,147.33333333333334,0.6666666666666666,-158.73333333333335
417,-171.33333333333334,171.33333333333334,0.3333333333333333,-160.14666666666665
418,-146.66666666666666,146.66666666666666,0.6666666666666666,-160.55999999999997
419,-174.0,174.0,0.3333333333333333,-160.14666666666665
420,-151.66666666666666,151.66666666666666,0.6666666666666666,-158.88
421,-143.66666666666666,143.66666666666666,0.6666666666666666,-158.29333333333332
422,-149.0,149.0,0.6666666666666666,-156.84
423,-162.33333333333334,162.33333333333334,0.6666666666666666,-157.12
424,-169.33333333333334,169.33333333333334,0.3333333333333333,-156.61333333333332
425,-170.0,170.0,0.3333333333333333,-156.92
426,-146.0,146.0,0.6666666666666666,-156.21333333333334
427,-158.0,158.0,0.6666666666666666,-155.98666666666665
428,-169.33333333333334,169.33333333333334,0.3333333333333333,-156.6533333333333
429,-143.66666666666666,143.66666666666666,0.6666666666666666,-157.02666666666667
430,-165.33333333333334,165.33333333333334,0.3333333333333333,-157.36
431,-168.66666666666666,168.66666666666666,0.3333333333333333,-157.17333333333332
432,-145.66666666666666,145.66666666666666,0.6666666666666666,-155.64
433,-169.66666666666666,169.66666666666666,0.3333333333333333,-155.14666666666668
434,-170.33333333333334,170.33333333333334,0.3333333333333333,-155.89333333333332
435,-170.33333333333334,170.33333333333334,0.3333333333333333,-156.97333333333333
436,-168.33333333333334,168.33333333333334,0.3333333333333333,-157.58666666666667
437,-168.33333333333334,168.33333333333334,0.3333333333333333,-158.61333333333334
438,-141.33333333333334,141.33333333333334,0.6666666666666666,-157.93333333333334
439,-135.33333333333334,135.33333333333334,0.6666666666666666,-157.62666666666667
440,-164.66666666666666,164.66666666666666,0.3333333333333333,-158.81333333333336
441,-173.0,173.0,0.3333333333333333,-159.84
442,-144.33333333333334,144.33333333333334,0.6666666666666666,-158.76
443,-143.0,143.0,0.6666666666666666,-158.61333333333334
444,-168.0,168.0,0.3333333333333333,-158.37333333333333
445,-143.0,143.0,0.6666666666666666,-158.02666666666667
446,-144.66666666666666,144.66666666666666,0.6666666666666666,-158.0666666666667
447,-141.0,141.0,0.6666666666666666,-157.74666666666667
448,-143.33333333333334,143.33333333333334,0.6666666666666666,-156.98666666666668
449,-141.0,141.0,0.6666666666666666,-155.85333333333332
450,-139.33333333333334,139.33333333333334,0.6666666666666666,-154.62666666666667
451,-141.33333333333334,141.33333333333334,0.6666666666666666,-154.44
452,-141.0,141.0,0.6666666666666666,-153.76
453,-141.33333333333334,141.33333333333334,0.6666666666666666,-152.64000000000001
454,-142.66666666666666,142.66666666666666,0.6666666666666666,-152.6
455,-140.66666666666666,140.66666666666666,0.6666666666666666,-151.61333333333334
456,-141.0,141.0,0.6666666666666666,-150.50666666666666
457,-137.0,137.0,0.6666666666666666,-150.16
458,-133.66666666666666,133.66666666666666,0.6666666666666666,-148.72
459,-128.0,128.0,0.6666666666666666,-147.02666666666667
460,-143.66666666666666,143.66666666666666,0.6666666666666666,-145.96
461,-140.66666666666666,140.66666666666666,0.6666666666666666,-144.85333333333335
462,-134.66666666666666,134.66666666666666,0.6666666666666666,-143.50666666666666
463,-161.0,161.0,0.6666666666666666,-144.29333333333332
464,-140.66666666666666,140.66666666666666,0.6666666666666666,-144.50666666666666
465,-146.33333333333334,146.33333333333334,0.6666666666666666,-143.77333333333334
466,-143.0,143.0,0.6666666666666666,-142.57333333333335
467,-149.0,149.0,0.6666666666666666,-142.76
468,-137.66666666666666,137.66666666666666,0.6666666666666666,-142.54666666666665
469,-139.0,139.0,0.6666666666666666,-141.38666666666666
470,-158.0,158.0,0.6666666666666666,-141.98666666666665
471,-157.66666666666666,157.66666666666666,0.6666666666666666,-142.50666666666666
472,-148.33333333333334,148.33333333333334,0.6666666666666666,-142.79999999999998
473,-139.66666666666666,139.66666666666666,0.6666666666666666,-142.65333333333334
474,-159.0,159.0,0.6666666666666666,-143.3733333333333
475,-133.66666666666666,133.66666666666666,0.6666666666666666,-143.14666666666668
476,-134.0,134.0,0.6666666666666666,-142.85333333333332
477,-156.33333333333334,156.33333333333334,0.6666666666666666,-143.46666666666667
478,-140.33333333333334,140.33333333333334,0.6666666666666666,-143.42666666666665
479,-131.0,131.0,0.6666666666666666,-142.96
480,-140.33333333333334,140.33333333333334,0.6666666666666666,-142.9466666666667
481,-158.33333333333334,158.33333333333334,0.6666666666666666,-143.64
482,-157.66666666666666,157.66666666666666,0.6666666666666666,-144.46666666666667
483,-166.0,166.0,0.6666666666666666,-145.76000000000002
484,-155.0,155.0,0.6666666666666666,-146.84
485,-153.0,153.0,0.6666666666666666,-147.21333333333334
486,-147.66666666666666,147.66666666666666,0.6666666666666666,-147.49333333333334
487,-132.66666666666666,132.66666666666666,0.6666666666666666,-147.41333333333333
488,-155.33333333333334,155.33333333333334,0.6666666666666666,-147.18666666666664
489,-140.33333333333334,140.33333333333334,0.6666666666666666,-147.17333333333332
490,-126.33333333333333,126.33333333333333,0.6666666666666666,-146.37333333333333
491,-132.66666666666666,132.66666666666666,0.6666666666666666,-145.96
492,-140.0,140.0,0.6666666666666666,-145.6
493,-168.66666666666666,168.66666666666666,0.6666666666666666,-146.84
494,-156.0,156.0,0.6666666666666666,-147.52
495,-127.66666666666667,127.66666666666667,0.6666666666666666,-146.30666666666667
496,-171.0,171.0,0.6666666666666666,-146.84
497,-144.66666666666666,144.66666666666666,0.6666666666666666,-146.69333333333333
498,-154.0,154.0,0.6666666666666666,-147.26666666666665
499,-133.33333333333334,133.33333333333334,0.6666666666666666,-146.23999999999998
500,-148.0,148.0,0.6666666666666666,-146.8133333333333
